Date,Temperature_C,Humidity_Pct,Rainfall_mm,Mosquito_Density_Index,Viral_Cases
2022-07-11,27.1,82.6,40.8,80.7,119
2022-07-12,27.1,88.1,86.0,73.8,141
2022-07-13,28.1,86.2,97.1,80.6,122
2022-07-14,27.0,93.1,38.7,80.9,103
2022-07-15,27.8,92.6,57.9,76.5,122
2022-07-16,29.9,85.6,0.0,65.5,121
2022-07-17,28.4,86.8,61.4,78.3,102
2022-07-18,27.0,87.2,18.9,73.9,119
2022-07-19,28.8,86.0,44.3,77.9,104
2022-07-20,26.8,88.3,60.3,75.1,118
2022-07-21,24.8,85.1,56.2,47.9,122
2022-07-22,26.0,83.9,22.7,66.9,127
2022-07-23,24.9,90.2,57.6,59.4,128
2022-07-24,26.7,90.2,98.0,82.3,123
2022-07-25,27.2,85.2,201.2,71.0,140
2022-07-26,29.1,91.1,9.0,80.5,163
2022-07-27,27.5,85.8,29.6,78.8,121
2022-07-28,26.9,88.9,48.0,77.9,115
2022-07-29,28.1,90.9,40.1,80.5,122
2022-07-30,24.5,87.9,28.1,47.2,102
2022-07-31,27.4,89.6,54.9,81.2,146
2022-08-01,28.0,86.2,48.2,78.6,130
2022-08-02,25.3,87.3,0.0,54.5,119
2022-08-03,28.5,87.3,42.5,78.2,141
2022-08-04,27.5,85.4,48.1,80.0,133
2022-08-05,26.6,87.4,16.4,76.2,116
2022-08-06,27.8,82.6,63.5,81.6,97
2022-08-07,29.8,86.3,39.6,66.9,123
2022-08-08,27.3,87.0,21.3,77.4,106
2022-08-09,27.4,87.1,0.0,80.5,122
2022-08-10,26.5,87.1,7.5,74.6,108
2022-08-11,26.1,87.7,65.4,65.9,94
2022-08-12,28.1,89.5,22.3,77.4,109
2022-08-13,26.1,90.8,44.8,67.6,126
2022-08-14,27.2,85.4,43.1,70.0,147
2022-08-15,26.5,83.4,53.4,67.6,130
2022-08-16,27.7,83.9,55.8,79.7,124
2022-08-17,27.5,85.8,22.2,79.4,143
2022-08-18,28.4,86.2,22.9,75.9,135
2022-08-19,26.5,84.6,0.0,69.8,109
2022-08-20,26.8,82.7,28.2,66.5,81
2022-08-21,26.0,85.6,82.6,67.0,166
2022-08-22,26.6,87.8,0.0,70.6,107
2022-08-23,27.6,89.1,36.3,77.0,81
2022-08-24,28.1,85.0,0.0,75.4,110
2022-08-25,26.1,85.5,33.8,64.7,149
2022-08-26,28.2,83.6,38.8,73.9,148
2022-08-27,28.8,86.7,6.5,77.1,133
2022-08-28,27.7,83.8,5.0,72.5,96
2022-08-29,29.5,88.7,22.5,74.6,136
2022-08-30,26.3,80.3,18.4,67.2,130
2022-08-31,25.8,85.3,101.2,56.9,118
2022-09-01,25.1,87.5,8.9,52.2,107
2022-09-02,29.1,87.0,14.8,69.5,155
2022-09-03,28.1,95.8,0.0,76.1,136
2022-09-04,27.2,87.5,5.9,79.1,132
2022-09-05,27.6,82.7,2.3,69.2,112
2022-09-06,26.0,85.8,0.0,60.7,126
2022-09-07,30.3,79.8,37.2,56.2,138
2022-09-08,27.5,85.7,30.8,67.7,106
2022-09-09,27.5,82.8,0.0,65.1,107
2022-09-10,28.3,88.6,0.0,66.3,120
2022-09-11,28.0,83.2,0.0,65.4,108
2022-09-12,27.8,84.4,9.8,57.4,114
2022-09-13,26.6,82.3,87.7,67.0,130
2022-09-14,28.2,90.4,0.0,76.9,122
2022-09-15,29.9,82.9,10.1,56.7,102
2022-09-16,29.3,90.1,0.0,57.0,97
2022-09-17,29.6,86.2,4.2,56.9,149
2022-09-18,27.2,84.8,28.8,64.2,129
2022-09-19,26.6,84.1,46.9,60.0,132
2022-09-20,27.7,83.9,0.0,73.2,97
2022-09-21,28.0,75.5,45.4,65.6,100
2022-09-22,29.3,81.0,0.0,57.4,85
2022-09-23,26.0,84.6,0.0,60.6,138
2022-09-24,29.9,81.3,26.7,64.3,139
2022-09-25,27.9,76.3,10.7,71.4,133
2022-09-26,27.6,80.8,42.7,80.8,114
2022-09-27,26.9,86.7,17.2,62.7,95
2022-09-28,26.2,84.9,0.0,71.1,93
2022-09-29,29.2,80.1,39.3,61.9,111
2022-09-30,28.3,83.4,93.1,70.7,102
2022-10-01,26.7,78.6,0.0,65.4,87
2022-10-02,26.7,73.7,0.0,54.5,103
2022-10-03,27.9,76.2,0.0,65.4,107
2022-10-04,30.4,84.7,0.0,49.6,95
2022-10-05,28.1,78.0,0.0,63.0,118
2022-10-06,26.6,77.9,0.0,63.6,89
2022-10-07,28.2,77.5,7.2,63.5,78
2022-10-08,28.2,85.0,0.0,68.4,92
2022-10-09,25.3,83.8,0.0,49.9,96
2022-10-10,28.5,85.5,0.0,67.7,98
2022-10-11,28.3,76.8,0.0,49.0,118
2022-10-12,29.4,77.9,0.0,54.5,86
2022-10-13,30.8,71.2,0.0,29.8,78
2022-10-14,29.9,81.3,0.0,12.7,85
2022-10-15,28.3,71.6,0.0,15.9,99
2022-10-16,27.3,76.1,0.0,7.7,108
2022-10-17,31.7,71.1,0.0,4.3,123
2022-10-18,28.7,72.5,24.0,18.7,97
2022-10-19,28.7,71.2,0.0,23.2,108
2022-10-20,28.6,71.6,3.3,32.5,89
2022-10-21,28.9,71.4,0.0,23.0,109
2022-10-22,28.5,71.0,0.0,18.3,90
2022-10-23,28.0,75.4,0.0,25.0,85
2022-10-24,28.0,68.5,4.2,17.4,91
2022-10-25,28.6,72.9,0.0,22.5,74
2022-10-26,28.0,76.2,0.0,31.2,92
2022-10-27,27.7,70.0,0.0,20.1,98
2022-10-28,28.7,69.1,0.0,28.0,81
2022-10-29,28.2,70.6,0.0,25.1,104
2022-10-30,30.3,75.4,0.0,24.0,72
2022-10-31,25.3,71.8,0.0,18.9,107
2022-11-01,29.8,69.1,0.0,13.3,84
2022-11-02,30.0,72.4,0.0,14.0,91
2022-11-03,26.0,66.7,0.0,8.9,36
2022-11-04,28.0,72.8,0.0,11.5,25
2022-11-05,28.0,71.6,0.0,8.2,26
2022-11-06,26.7,68.9,0.0,10.5,10
2022-11-07,27.4,66.9,0.0,3.6,13
2022-11-08,27.0,66.6,0.0,5.0,33
2022-11-09,30.4,71.2,0.0,3.9,33
2022-11-10,29.3,73.3,0.0,3.2,37
2022-11-11,29.6,66.4,0.0,2.2,27
2022-11-12,28.9,69.9,0.0,6.9,37
2022-11-13,26.6,60.7,0.0,10.2,40
2022-11-14,27.2,65.6,0.0,9.7,25
2022-11-15,28.4,67.2,0.0,0.0,34
2022-11-16,26.2,63.8,0.0,10.2,47
2022-11-17,28.5,63.4,0.0,3.7,23
2022-11-18,27.3,64.0,0.0,7.4,35
2022-11-19,27.0,67.0,2.5,3.2,43
2022-11-20,28.3,65.0,0.0,7.3,37
2022-11-21,27.9,57.5,0.0,7.1,35
2022-11-22,26.8,57.6,0.0,0.0,27
2022-11-23,28.6,62.5,0.0,8.8,23
2022-11-24,25.8,66.1,0.0,11.8,24
2022-11-25,27.8,54.7,0.0,4.9,17
2022-11-26,27.7,62.5,0.0,11.8,14
2022-11-27,26.6,62.2,0.0,5.5,11
2022-11-28,27.3,68.7,0.0,10.5,9
2022-11-29,25.3,62.4,0.0,0.0,6
2022-11-30,27.9,64.9,0.0,16.4,13
2022-12-01,26.5,63.9,0.0,12.4,7
2022-12-02,26.0,55.8,0.0,4.4,11
2022-12-03,27.9,65.8,0.0,0.0,11
2022-12-04,25.7,63.7,0.0,6.2,22
2022-12-05,24.8,64.6,0.0,0.0,22
2022-12-06,24.6,76.4,0.0,6.8,9
2022-12-07,27.1,55.2,0.0,6.6,16
2022-12-08,24.8,68.4,0.0,1.2,10
2022-12-09,28.4,61.2,0.0,9.5,20
2022-12-10,23.7,63.0,0.0,8.2,20
2022-12-11,28.1,61.6,0.0,8.9,18
2022-12-12,26.3,60.1,0.0,5.0,17
2022-12-13,25.8,59.4,0.0,0.0,5
2022-12-14,25.2,62.3,0.0,8.9,17
2022-12-15,26.2,55.7,0.0,3.9,29
2022-12-16,25.6,63.4,0.0,0.0,15
2022-12-17,26.9,59.1,0.0,10.4,18
2022-12-18,25.6,56.4,0.0,13.4,9
2022-12-19,25.6,58.6,0.0,4.8,23
2022-12-20,24.9,64.4,0.0,13.6,6
2022-12-21,25.1,57.9,0.0,5.4,31
2022-12-22,25.5,60.8,0.0,3.5,29
2022-12-23,23.0,56.8,0.0,2.5,10
2022-12-24,23.4,62.0,0.0,11.5,15
2022-12-25,25.9,61.7,0.0,1.9,15
2022-12-26,25.1,65.7,0.0,7.9,4
2022-12-27,24.7,58.6,0.0,2.8,17
2022-12-28,24.9,61.5,0.0,3.2,16
2022-12-29,25.3,59.5,0.0,9.1,6
2022-12-30,24.2,63.6,0.0,3.5,18
2022-12-31,23.8,56.5,0.0,3.4,15
2023-01-01,25.0,61.6,0.0,9.5,18
2023-01-02,23.5,58.3,0.0,11.4,11
2023-01-03,25.2,58.7,0.0,7.6,22
2023-01-04,22.6,59.2,0.0,2.4,25
2023-01-05,25.8,59.7,0.0,3.0,15
2023-01-06,25.1,58.3,0.0,5.3,4
2023-01-07,24.8,59.5,0.0,6.3,24
2023-01-08,25.7,64.2,0.3,1.2,36
2023-01-09,26.5,62.1,0.0,8.0,17
2023-01-10,25.7,61.6,0.0,5.5,28
2023-01-11,22.3,56.9,0.0,0.0,24
2023-01-12,22.9,55.4,0.0,1.3,17
2023-01-13,23.7,61.8,0.0,3.0,15
2023-01-14,24.5,61.5,0.0,4.8,27
2023-01-15,25.1,63.5,0.0,12.7,14
2023-01-16,23.6,56.2,0.0,6.0,35
2023-01-17,24.7,57.5,0.0,1.7,21
2023-01-18,23.6,52.5,0.0,5.9,17
2023-01-19,23.7,56.8,0.0,3.6,21
2023-01-20,22.8,61.6,0.0,6.3,19
2023-01-21,23.4,56.5,0.0,7.4,16
2023-01-22,22.8,60.3,0.0,9.8,33
2023-01-23,23.3,57.3,1.0,5.0,30
2023-01-24,25.8,59.1,0.0,11.9,21
2023-01-25,23.4,54.0,0.0,8.7,12
2023-01-26,27.7,58.3,0.0,2.5,9
2023-01-27,25.2,47.5,0.0,13.9,22
2023-01-28,24.9,57.3,0.0,6.5,24
2023-01-29,23.6,52.3,0.0,1.7,11
2023-01-30,25.5,62.2,0.0,12.0,15
2023-01-31,24.0,60.7,0.0,13.5,14
2023-02-01,24.9,59.6,0.0,5.1,14
2023-02-02,27.9,63.3,0.0,3.6,3
2023-02-03,24.7,54.7,0.0,4.5,12
2023-02-04,26.2,64.1,0.0,8.4,13
2023-02-05,24.1,61.3,0.0,10.4,34
2023-02-06,24.9,57.2,0.0,7.3,15
2023-02-07,27.1,62.1,0.0,5.4,11
2023-02-08,24.4,54.3,0.0,11.0,18
2023-02-09,27.4,55.4,0.0,3.7,11
2023-02-10,26.1,56.2,0.0,9.1,15
2023-02-11,24.7,56.6,0.0,3.8,23
2023-02-12,26.2,54.8,0.0,6.7,17
2023-02-13,26.7,62.9,0.0,4.5,10
2023-02-14,26.4,57.8,0.0,4.8,24
2023-02-15,23.8,60.0,0.0,3.5,21
2023-02-16,24.9,56.9,0.0,10.4,9
2023-02-17,25.6,52.6,0.0,2.1,25
2023-02-18,25.9,60.0,0.0,2.0,15
2023-02-19,26.8,52.5,0.0,13.5,10
2023-02-20,26.4,59.0,0.0,8.9,22
2023-02-21,24.7,54.5,0.0,0.0,23
2023-02-22,26.8,66.4,0.0,2.7,13
2023-02-23,27.2,62.7,0.0,0.0,12
2023-02-24,27.2,60.0,0.0,1.2,14
2023-02-25,27.9,64.1,0.0,0.0,15
2023-02-26,27.6,56.8,0.0,4.5,17
2023-02-27,27.2,61.8,0.0,0.4,17
2023-02-28,26.6,60.7,0.0,5.2,17
2023-03-01,24.8,61.0,0.0,0.0,22
2023-03-02,27.3,64.6,0.0,5.3,13
2023-03-03,27.1,62.8,0.0,3.3,11
2023-03-04,27.3,61.3,0.0,11.0,9
2023-03-05,25.5,54.6,0.0,10.6,17
2023-03-06,25.8,57.1,0.0,8.1,10
2023-03-07,28.4,60.1,0.0,3.7,7
2023-03-08,27.1,61.0,0.0,12.9,14
2023-03-09,28.0,56.8,0.0,0.0,17
2023-03-10,27.4,69.4,0.0,0.0,9
2023-03-11,27.5,66.5,0.0,4.7,7
2023-03-12,28.6,63.5,0.0,14.0,22
2023-03-13,27.0,61.9,0.0,4.2,18
2023-03-14,27.8,61.1,0.0,4.3,9
2023-03-15,27.3,58.8,0.0,0.0,13
2023-03-16,27.4,62.6,0.0,8.8,4
2023-03-17,27.7,63.4,0.0,8.8,5
2023-03-18,28.4,58.4,0.0,8.2,5
2023-03-19,27.6,64.1,0.0,2.5,12
2023-03-20,29.8,62.7,0.0,2.2,6
2023-03-21,27.3,56.7,0.0,0.0,8
2023-03-22,28.3,60.6,0.0,5.3,3
2023-03-23,28.1,62.4,0.0,0.7,10
2023-03-24,30.4,70.6,0.0,0.3,9
2023-03-25,28.9,66.1,0.0,3.3,10
2023-03-26,30.0,59.6,0.0,3.0,16
2023-03-27,27.0,66.1,0.0,2.8,21
2023-03-28,29.2,59.1,0.0,6.9,12
2023-03-29,30.0,68.5,0.0,5.3,17
2023-03-30,29.0,63.2,0.0,3.8,1
2023-03-31,30.3,64.6,0.0,5.7,3
2023-04-01,28.4,69.7,0.0,1.0,15
2023-04-02,30.8,60.7,0.0,5.4,28
2023-04-03,31.9,60.4,0.0,5.6,8
2023-04-04,28.7,63.4,0.0,0.0,10
2023-04-05,28.7,69.2,0.0,9.0,4
2023-04-06,31.0,60.4,0.0,1.5,17
2023-04-07,31.2,56.0,0.0,5.4,24
2023-04-08,28.7,64.4,0.0,9.7,11
2023-04-09,28.9,68.2,0.0,8.7,7
2023-04-10,29.2,70.6,0.0,5.1,13
2023-04-11,28.0,65.0,0.0,3.6,5
2023-04-12,28.5,65.4,0.0,8.8,10
2023-04-13,28.5,71.1,0.0,7.7,5
2023-04-14,28.9,60.8,0.0,2.5,6
2023-04-15,29.8,66.2,0.0,1.8,5
2023-04-16,30.2,68.4,0.0,0.0,2
2023-04-17,31.9,69.6,0.0,5.6,8
2023-04-18,28.9,66.4,0.0,4.7,14
2023-04-19,31.4,68.6,0.0,9.5,11
2023-04-20,30.0,60.0,0.0,6.4,8
2023-04-21,30.3,66.6,0.0,10.3,13
2023-04-22,31.2,70.7,0.0,2.2,10
2023-04-23,29.2,65.9,0.0,9.6,12
2023-04-24,31.0,69.6,0.0,2.9,14
2023-04-25,30.8,71.1,0.0,8.1,2
2023-04-26,31.2,68.4,0.0,0.0,11
2023-04-27,31.0,70.3,0.0,5.9,6
2023-04-28,33.6,66.4,0.0,0.0,18
2023-04-29,29.9,69.1,0.0,3.9,13
2023-04-30,30.1,72.1,0.0,6.8,16
2023-05-01,30.0,70.6,3.1,5.3,16
2023-05-02,30.1,68.1,0.0,2.9,7
2023-05-03,30.1,71.0,0.0,10.8,9
2023-05-04,32.3,72.8,0.0,5.9,10
2023-05-05,32.6,63.2,27.5,7.4,4
2023-05-06,30.2,74.5,6.7,25.9,5
2023-05-07,30.0,69.4,0.0,33.2,5
2023-05-08,31.6,72.2,0.0,22.4,15
2023-05-09,30.4,74.9,0.0,29.6,13
2023-05-10,31.8,66.3,0.0,15.5,24
2023-05-11,31.2,68.9,0.0,18.3,13
2023-05-12,29.1,70.7,0.0,17.0,27
2023-05-13,32.8,69.3,0.0,9.1,5
2023-05-14,33.1,78.5,0.0,11.0,16
2023-05-15,30.2,69.8,0.0,13.8,6
2023-05-16,30.4,71.1,0.0,16.9,15
2023-05-17,31.2,74.1,0.0,11.9,4
2023-05-18,31.2,69.5,0.0,17.2,13
2023-05-19,31.6,72.7,0.0,11.7,7
2023-05-20,33.2,75.5,0.0,9.4,10
2023-05-21,30.6,73.6,0.0,6.7,14
2023-05-22,29.8,74.8,0.0,1.1,8
2023-05-23,29.1,73.6,0.0,0.0,14
2023-05-24,29.8,70.4,0.0,0.0,23
2023-05-25,30.6,77.0,0.0,0.0,8
2023-05-26,32.7,82.3,0.0,1.4,16
2023-05-27,29.9,76.5,0.0,4.4,40
2023-05-28,30.7,77.4,0.0,0.9,52
2023-05-29,30.4,79.3,0.0,6.4,29
2023-05-30,31.8,72.7,0.0,4.1,40
2023-05-31,33.3,83.3,0.0,5.0,26
2023-06-01,29.6,78.3,0.0,9.6,26
2023-06-02,29.6,83.6,0.0,0.3,36
2023-06-03,31.4,75.5,59.2,26.4,28
2023-06-04,30.9,84.7,27.4,36.4,33
2023-06-05,32.2,81.3,14.1,24.2,30
2023-06-06,30.6,80.8,15.2,45.2,41
2023-06-07,29.5,79.9,48.6,58.9,38
2023-06-08,30.5,78.5,15.3,42.6,48
2023-06-09,31.1,83.9,0.0,41.7,26
2023-06-10,30.6,80.5,13.9,48.5,42
2023-06-11,30.2,73.5,10.3,44.3,31
2023-06-12,30.7,76.8,48.3,48.3,17
2023-06-13,30.8,80.5,24.6,49.3,25
2023-06-14,30.9,82.6,25.4,56.0,16
2023-06-15,29.9,81.6,0.0,53.7,10
2023-06-16,28.9,86.4,17.5,70.6,24
2023-06-17,29.1,75.7,9.3,55.9,21
2023-06-18,30.3,83.4,23.1,57.6,19
2023-06-19,27.8,76.9,0.0,57.2,14
2023-06-20,29.1,86.3,58.9,70.3,20
2023-06-21,28.1,83.6,15.8,67.6,39
2023-06-22,28.5,85.8,16.7,67.6,38
2023-06-23,29.9,81.6,0.0,52.7,19
2023-06-24,28.6,89.3,38.5,70.5,41
2023-06-25,28.4,88.5,23.6,77.7,58
2023-06-26,26.6,87.0,27.4,66.2,60
2023-06-27,29.1,84.7,30.0,70.4,82
2023-06-28,29.0,87.3,28.8,76.4,97
2023-06-29,30.8,82.9,13.7,51.2,91
2023-06-30,27.8,88.4,19.4,71.6,83
2023-07-01,28.3,91.3,70.5,78.2,83
2023-07-02,28.3,89.4,17.1,73.5,84
2023-07-03,29.9,83.2,84.0,61.8,92
2023-07-04,27.8,87.2,75.4,71.4,86
2023-07-05,28.3,81.5,35.9,78.1,105
2023-07-06,28.6,88.1,91.5,76.5,97
2023-07-07,28.1,87.8,44.1,80.5,110
2023-07-08,27.3,79.8,47.0,69.0,81
2023-07-09,28.0,82.4,0.0,78.6,95
2023-07-10,29.0,85.6,37.8,72.2,111
2023-07-11,26.4,85.6,56.6,69.8,138
2023-07-12,27.8,82.5,79.5,81.1,107
2023-07-13,26.7,88.3,4.8,77.8,123
2023-07-14,29.0,87.9,31.9,76.9,76
2023-07-15,25.7,86.4,92.7,55.9,123
2023-07-16,26.8,84.6,44.3,86.4,131
2023-07-17,27.9,91.0,31.3,88.4,105
2023-07-18,29.2,93.2,0.0,78.8,115
2023-07-19,27.2,85.9,46.4,73.8,143
2023-07-20,26.6,85.5,0.0,70.6,98
2023-07-21,29.5,89.5,218.2,71.1,132
2023-07-22,25.4,86.6,81.1,64.2,124
2023-07-23,24.5,87.5,11.5,47.6,132
2023-07-24,27.7,90.6,147.9,79.2,116
2023-07-25,26.5,81.3,4.3,68.2,144
2023-07-26,25.9,92.6,129.8,72.3,139
2023-07-27,28.0,88.3,28.8,88.6,157
2023-07-28,27.4,86.6,87.6,86.6,135
2023-07-29,26.4,87.7,54.2,75.9,111
2023-07-30,25.6,87.9,69.0,62.1,124
2023-07-31,28.1,81.9,0.0,65.7,111
2023-08-01,27.9,93.2,32.7,84.8,119
2023-08-02,27.0,88.1,49.1,78.6,129
2023-08-03,29.3,89.6,16.4,77.2,105
2023-08-04,25.8,91.3,16.7,65.9,133
2023-08-05,25.2,84.4,4.8,49.8,89
2023-08-06,26.2,89.7,132.5,72.8,153
2023-08-07,27.0,87.1,80.8,79.5,174
2023-08-08,27.4,91.0,23.2,83.3,127
2023-08-09,26.8,80.6,9.0,74.5,126
2023-08-10,27.5,87.6,77.2,81.8,106
2023-08-11,25.6,85.8,30.4,59.0,131
2023-08-12,28.8,89.3,18.4,77.2,110
2023-08-13,27.0,89.4,9.9,75.8,81
2023-08-14,28.4,85.2,65.3,78.2,125
2023-08-15,27.5,85.1,0.0,80.9,99
2023-08-16,27.7,87.1,54.4,81.1,113
2023-08-17,27.8,84.3,47.2,86.0,151
2023-08-18,27.7,90.3,0.0,88.5,131
2023-08-19,27.9,86.0,46.0,79.3,128
2023-08-20,28.7,77.1,0.0,52.8,108
2023-08-21,27.4,85.9,28.5,79.7,101
2023-08-22,28.0,83.5,0.0,72.1,149
2023-08-23,27.0,81.4,20.4,66.6,146
2023-08-24,28.9,82.7,39.0,68.8,131
2023-08-25,26.4,87.3,139.0,67.3,128
2023-08-26,29.4,91.5,27.5,74.7,85
2023-08-27,27.2,87.9,0.0,69.5,101
2023-08-28,25.5,84.6,19.8,52.6,122
2023-08-29,27.4,88.3,52.5,78.3,159
2023-08-30,26.4,85.0,44.9,70.7,110
2023-08-31,28.3,84.1,50.0,78.5,132
2023-09-01,26.5,82.4,18.4,64.9,103
2023-09-02,26.7,80.3,0.0,63.6,119
2023-09-03,25.0,85.0,30.9,49.0,115
2023-09-04,26.7,86.8,2.0,72.3,143
2023-09-05,24.4,85.9,0.0,48.8,136
2023-09-06,25.4,84.7,17.4,47.7,124
2023-09-07,28.2,82.8,0.0,73.2,137
2023-09-08,28.3,88.1,0.0,66.5,146
2023-09-09,27.9,81.1,22.5,61.7,144
2023-09-10,26.3,88.1,60.2,69.0,101
2023-09-11,27.4,81.6,0.0,71.4,126
2023-09-12,27.5,82.2,17.5,70.4,127
2023-09-13,26.2,79.4,0.0,59.7,95
2023-09-14,29.4,82.5,0.0,56.2,100
2023-09-15,28.7,87.4,31.2,63.5,112
2023-09-16,27.4,85.5,71.1,78.2,123
2023-09-17,27.8,86.8,16.5,69.3,117
2023-09-18,28.0,84.9,26.2,73.8,92
2023-09-19,25.4,79.0,0.6,49.2,153
2023-09-20,27.6,81.4,36.9,61.7,140
2023-09-21,27.1,79.5,16.2,57.9,133
2023-09-22,26.8,86.6,0.0,66.1,109
2023-09-23,27.7,77.5,0.0,69.5,96
2023-09-24,30.2,84.6,26.6,59.1,96
2023-09-25,28.8,84.3,0.0,71.2,108
2023-09-26,27.4,87.4,7.6,65.2,105
2023-09-27,28.8,79.3,65.4,72.8,92
2023-09-28,29.8,83.0,15.7,58.1,115
2023-09-29,29.3,88.3,33.6,69.6,121
2023-09-30,28.3,77.9,0.0,64.4,101
2023-10-01,27.5,74.5,0.0,57.9,113
2023-10-02,29.1,73.1,0.0,58.0,92
2023-10-03,28.8,81.9,0.0,61.0,91
2023-10-04,29.4,72.6,0.0,42.5,95
2023-10-05,29.2,77.7,4.3,54.6,91
2023-10-06,29.7,80.3,0.0,51.5,85
2023-10-07,27.8,79.2,0.0,73.0,118
2023-10-08,30.1,79.8,0.0,49.5,103
2023-10-09,28.8,78.9,35.3,56.8,108
2023-10-10,31.0,82.2,0.0,37.3,72
2023-10-11,27.7,74.0,7.0,38.8,96
2023-10-12,30.6,74.5,9.4,30.3,79
2023-10-13,28.8,73.8,0.0,36.8,103
2023-10-14,27.8,79.0,0.0,47.2,98
2023-10-15,28.0,78.9,0.0,46.0,79
2023-10-16,28.2,76.9,0.0,41.0,108
2023-10-17,29.1,79.1,0.0,38.2,92
2023-10-18,29.3,70.4,0.0,32.2,109
2023-10-19,28.0,79.9,0.0,38.5,83
2023-10-20,28.6,79.0,0.0,46.3,116
2023-10-21,31.2,75.9,9.1,25.8,82
2023-10-22,30.8,79.1,0.0,30.6,96
2023-10-23,29.2,66.7,13.3,13.7,97
2023-10-24,28.7,70.5,0.0,26.9,80
2023-10-25,28.8,69.6,20.1,33.8,68
2023-10-26,29.4,74.5,0.0,26.5,91
2023-10-27,27.4,68.1,0.0,23.3,86
2023-10-28,28.3,74.3,0.0,36.3,121
2023-10-29,26.6,76.2,0.0,26.1,91
2023-10-30,29.0,73.7,0.0,35.6,76
2023-10-31,29.3,72.1,0.0,27.0,55
2023-11-01,27.9,67.5,0.0,24.3,49
2023-11-02,30.4,67.8,0.0,16.5,42
2023-11-03,27.0,74.9,0.0,33.9,68
2023-11-04,26.7,73.1,0.0,36.4,67
2023-11-05,28.7,70.1,0.0,28.4,69
2023-11-06,29.6,68.6,0.0,13.4,64
2023-11-07,30.4,62.8,0.0,16.3,66
2023-11-08,27.8,65.9,11.5,11.0,62
2023-11-09,29.5,76.0,0.0,20.8,63
2023-11-10,28.1,64.5,0.0,14.8,64
2023-11-11,27.9,69.3,0.0,2.2,45
2023-11-12,29.1,71.9,0.0,10.5,56
2023-11-13,28.7,63.6,0.0,14.8,26
2023-11-14,26.0,68.3,0.0,12.6,34
2023-11-15,29.6,70.6,0.0,9.3,51
2023-11-16,29.4,67.0,3.1,11.1,38
2023-11-17,26.9,76.7,0.0,10.7,31
2023-11-18,28.0,60.5,0.0,10.3,69
2023-11-19,28.1,69.7,0.0,25.0,43
2023-11-20,27.7,65.1,0.0,16.6,63
2023-11-21,26.7,68.0,0.0,23.1,44
2023-11-22,26.4,66.5,0.0,10.6,37
2023-11-23,27.1,62.1,0.0,10.7,32
2023-11-24,28.5,65.3,0.0,15.0,56
2023-11-25,27.7,57.9,0.0,7.6,64
2023-11-26,26.6,66.3,0.0,6.3,44
2023-11-27,27.9,65.1,0.0,11.2,22
2023-11-28,23.5,66.1,0.0,11.6,26
2023-11-29,28.2,67.4,0.0,5.5,19
2023-11-30,24.7,64.9,0.0,2.1,34
2023-12-01,26.3,63.9,0.0,5.6,23
2023-12-02,25.3,60.2,0.0,8.3,16
2023-12-03,25.1,60.6,0.0,8.2,26
2023-12-04,27.9,67.1,0.0,0.0,21
2023-12-05,25.9,67.8,0.0,12.6,24
2023-12-06,26.9,61.8,0.0,2.4,25
2023-12-07,26.3,62.6,0.0,3.9,30
2023-12-08,26.9,59.2,0.0,1.4,24
2023-12-09,26.4,66.3,0.0,15.8,22
2023-12-10,24.6,64.3,0.0,6.0,49
2023-12-11,27.3,68.6,0.0,1.6,43
2023-12-12,25.4,58.5,0.0,8.5,43
2023-12-13,24.1,60.1,0.0,8.1,26
2023-12-14,25.3,62.0,0.0,4.2,27
2023-12-15,27.5,63.2,0.0,8.4,34
2023-12-16,26.7,60.0,0.0,1.7,16
2023-12-17,25.1,57.5,0.0,3.0,18
2023-12-18,25.1,63.5,0.0,0.0,25
2023-12-19,25.0,62.7,0.0,0.0,24
2023-12-20,27.8,56.8,0.0,12.2,13
2023-12-21,25.7,64.5,0.0,11.6,10
2023-12-22,25.6,63.7,0.0,5.3,18
2023-12-23,26.3,59.8,0.0,11.7,23
2023-12-24,25.3,59.6,0.0,4.4,20
2023-12-25,24.7,61.2,0.0,4.0,8
2023-12-26,24.7,56.2,0.0,5.2,29
2023-12-27,24.8,59.3,0.0,4.5,17
2023-12-28,24.8,51.6,0.0,4.1,10
2023-12-29,25.7,62.2,0.0,9.6,12
2023-12-30,24.9,53.6,0.0,5.6,31
2023-12-31,25.6,64.3,0.0,7.8,10
2024-01-01,24.6,57.8,0.0,9.1,17
2024-01-02,24.8,58.2,0.0,6.6,23
2024-01-03,22.3,56.7,0.0,1.1,24
2024-01-04,25.7,57.8,0.0,0.0,12
2024-01-05,25.0,63.8,0.0,5.6,24
2024-01-06,25.8,50.0,0.0,4.3,12
2024-01-07,21.1,63.2,0.0,5.3,14
2024-01-08,27.0,59.8,0.0,4.9,4
2024-01-09,24.3,54.4,0.0,15.3,13
2024-01-10,25.8,54.8,0.0,0.0,19
2024-01-11,23.2,64.4,0.0,0.0,34
2024-01-12,25.2,55.2,0.0,6.3,22
2024-01-13,23.2,54.4,0.0,3.5,21
2024-01-14,23.7,62.4,0.0,6.3,16
2024-01-15,26.8,59.5,0.0,7.3,16
2024-01-16,24.2,55.0,0.0,10.1,25
2024-01-17,24.7,59.0,0.0,0.0,12
2024-01-18,25.5,54.6,0.0,2.8,9
2024-01-19,25.1,62.0,0.0,6.7,18
