Date,Max_Temperature_C,Mean_Humidity_Pct,Daily_Rain_mm
2023-03-31,29.4,75,0.4
2023-04-01,30.0,75,0.0
2023-04-02,30.0,77,0.0
2023-04-03,30.1,77,0.0
2023-04-04,30.8,80,0.0
2023-04-05,31.0,82,0.0
2023-04-06,33.0,72,0.0
2023-04-07,34.1,55,0.0
2023-04-08,35.0,56,0.0
2023-04-09,35.8,58,0.0
2023-04-10,35.9,61,0.0
2023-04-11,34.9,62,0.0
2023-04-12,35.7,55,0.0
2023-04-13,35.2,51,0.0
2023-04-14,35.2,60,0.0
2023-04-15,35.2,63,0.0
2023-04-16,34.0,72,0.0
2023-04-17,34.0,72,0.0
2023-04-18,37.2,51,0.0
2023-04-19,36.5,47,0.0
2023-04-20,34.9,62,0.0
2023-04-21,32.3,73,0.0
2023-04-22,31.6,79,0.0
2023-04-23,31.5,76,0.0
2023-04-24,32.3,79,0.0
2023-04-25,32.7,79,0.0
2023-04-26,31.4,75,0.0
2023-04-27,31.9,73,0.0
2023-04-28,31.9,74,0.0
2023-04-29,31.6,71,0.4
2023-04-30,31.5,72,0.5
2023-05-01,31.6,69,2.1
2023-05-02,31.5,68,0.7
2023-05-03,31.8,68,0.0
2023-05-04,31.6,74,0.5
2023-05-05,32.3,75,0.4
2023-05-06,31.9,77,0.1
2023-05-07,30.0,80,8.2
2023-05-08,32.2,74,0.5
2023-05-09,33.0,75,0.0
2023-05-10,34.0,79,0.0
2023-05-11,34.5,79,0.0
2023-05-12,34.0,80,0.0
2023-05-13,33.3,77,0.0
2023-05-14,33.2,76,0.0
2023-05-15,33.2,74,0.5
2023-05-16,33.6,71,0.3
2023-05-17,33.4,72,0.0
2023-05-18,33.2,76,0.1
2023-05-19,33.5,78,0.2
2023-05-20,32.6,75,0.0
2023-05-21,32.9,72,0.0
2023-05-22,33.0,75,0.0
2023-05-23,33.5,77,0.0
2023-05-24,33.3,74,0.0
2023-05-25,33.2,65,0.0
2023-05-26,32.7,65,2.0
2023-05-27,33.7,62,0.0
2023-05-28,33.8,66,0.0
2023-05-29,33.6,75,0.0
2023-05-30,33.8,79,0.0
2023-05-31,34.5,78,0.0
2023-06-01,33.5,80,0.0
2023-06-02,33.4,72,0.0
2023-06-03,34.5,67,0.1
2023-06-04,33.6,70,0.8
2023-06-05,33.2,71,0.4
2023-06-06,33.8,69,0.1
2023-06-07,33.5,69,0.0
2023-06-08,34.0,68,0.8
2023-06-09,33.0,76,4.0
2023-06-10,33.2,74,3.6
2023-06-11,32.7,73,3.8
2023-06-12,32.2,78,5.3
2023-06-13,31.0,80,5.6
2023-06-14,30.2,79,2.8
2023-06-15,31.9,74,2.8
2023-06-16,31.3,75,4.6
2023-06-17,31.4,79,6.6
2023-06-18,31.1,79,4.6
2023-06-19,31.4,77,2.4
2023-06-20,31.5,78,1.1
2023-06-21,31.5,79,2.9
2023-06-22,31.5,76,1.9
2023-06-23,30.8,81,2.9
2023-06-24,29.2,86,20.7
2023-06-25,27.5,88,32.9
2023-06-26,26.7,91,23.2
2023-06-27,27.0,91,23.2
2023-06-28,27.8,90,45.7
2023-06-29,26.8,91,50.0
2023-06-30,26.8,91,55.8
2023-07-01,28.2,90,40.5
2023-07-02,28.4,89,34.7
2023-07-03,28.9,88,8.6
2023-07-04,29.2,89,48.3
2023-07-05,28.3,90,35.9
2023-07-06,27.0,93,97.5
2023-07-07,27.8,90,50.7
2023-07-08,29.7,84,13.0
2023-07-09,29.2,82,10.8
2023-07-10,28.7,82,3.5
2023-07-11,29.5,82,4.3
2023-07-12,27.0,90,12.2
2023-07-13,27.3,90,10.9
2023-07-14,27.4,90,32.7
2023-07-15,27.4,89,16.7
2023-07-16,27.9,91,30.5
2023-07-17,27.4,91,63.8
2023-07-18,26.4,91,67.7
2023-07-19,27.2,91,44.8
2023-07-20,27.9,88,36.4
2023-07-21,27.5,89,40.9
2023-07-22,26.4,91,42.7
2023-07-23,27.7,90,34.8
2023-07-24,28.1,89,58.2
2023-07-25,27.1,90,44.1
2023-07-26,27.0,91,93.9
2023-07-27,27.1,90,90.9
2023-07-28,27.0,91,49.8
2023-07-29,28.8,84,12.3
2023-07-30,28.8,83,9.3
2023-07-31,28.5,85,9.9
2023-08-01,28.9,84,6.1
2023-08-02,28.6,84,15.1
2023-08-03,28.8,84,6.3
2023-08-04,28.4,85,2.5
2023-08-05,29.3,83,3.8
2023-08-06,28.8,83,2.8
2023-08-07,29.0,83,2.2
2023-08-08,29.0,83,2.3
2023-08-09,29.0,83,3.0
2023-08-10,28.4,85,7.3
2023-08-11,29.0,82,3.7
2023-08-12,27.2,86,5.4
2023-08-13,29.2,82,5.0
2023-08-14,29.4,80,2.6
2023-08-15,28.2,83,3.5
2023-08-16,29.0,84,4.5
2023-08-17,29.3,83,3.5
2023-08-18,28.9,81,2.0
2023-08-19,28.7,84,4.1
2023-08-20,27.9,88,10.5
2023-08-21,28.7,86,3.8
2023-08-22,28.7,86,6.1
2023-08-23,29.4,82,3.8
2023-08-24,28.8,85,6.5
2023-08-25,28.5,86,6.2
2023-08-26,27.9,88,14.3
2023-08-27,27.8,89,15.1
2023-08-28,27.5,88,4.1
2023-08-29,28.6,86,3.6
2023-08-30,29.3,86,0.7
2023-08-31,30.0,85,0.7
2023-09-01,30.5,86,1.2
2023-09-02,28.7,89,2.6
2023-09-03,29.1,86,10.0
2023-09-04,29.5,84,2.2
2023-09-05,29.1,83,2.4
2023-09-06,29.9,81,1.0
2023-09-07,28.3,84,10.2
2023-09-08,28.1,89,50.6
2023-09-09,29.0,88,15.9
2023-09-10,29.0,88,5.5
2023-09-11,28.8,88,4.7
2023-09-12,29.1,85,4.7
2023-09-13,28.4,87,3.6
2023-09-14,28.8,86,2.2
2023-09-15,29.3,82,2.1
2023-09-16,28.5,84,7.3
2023-09-17,29.2,82,8.2
2023-09-18,27.2,90,30.9
2023-09-19,28.4,88,12.3
2023-09-20,28.1,89,11.1
2023-09-21,28.1,90,20.7
2023-09-22,28.1,91,14.9
2023-09-23,28.5,91,35.3
2023-09-24,28.1,90,15.3
2023-09-25,28.4,89,17.7
2023-09-26,29.0,89,4.4
2023-09-27,29.1,91,21.0
2023-09-28,30.0,91,22.6
2023-09-29,30.5,91,25.9
2023-09-30,32.5,88,13.2
2023-10-01,30.9,89,0.8
2023-10-02,29.1,87,3.2
2023-10-03,29.6,83,0.1
2023-10-04,29.9,85,2.9
2023-10-05,30.5,86,0.1
2023-10-06,29.9,85,0.7
2023-10-07,30.4,86,0.2
2023-10-08,31.5,84,0.3
2023-10-09,32.3,80,0.0
2023-10-10,31.9,76,0.0
2023-10-11,31.2,81,0.0
2023-10-12,31.5,84,0.0
2023-10-13,33.1,84,0.0
2023-10-14,32.6,85,0.0
2023-10-15,33.4,85,0.7
2023-10-16,33.0,71,0.0
2023-10-17,32.2,75,1.0
2023-10-18,33.8,73,0.0
2023-10-19,33.8,63,0.0
2023-10-20,34.3,67,0.0
2023-10-21,34.9,67,0.1
2023-10-22,33.7,71,0.0
2023-10-23,34.8,67,0.0
2023-10-24,34.4,61,0.0
2023-10-25,33.9,60,0.0
2023-10-26,34.1,58,0.0
2023-10-27,34.3,55,0.0
2023-10-28,34.2,56,0.0
2023-10-29,34.7,54,0.0
2023-10-30,34.8,59,0.0
2023-10-31,34.6,59,0.0
2023-11-01,34.0,58,0.0
2023-11-02,34.0,58,0.0
2023-11-03,34.5,57,0.0
2023-11-04,35.3,54,0.0
2023-11-05,35.1,59,0.0
2023-11-06,35.3,56,0.0
2023-11-07,34.2,56,0.0
2023-11-08,32.7,69,0.0
2023-11-09,33.5,76,0.0
2023-11-10,33.0,73,1.1
2023-11-11,35.0,64,0.0
2023-11-12,35.2,52,0.0
2023-11-13,34.4,56,0.0
2023-11-14,33.8,63,0.0
2023-11-15,33.9,64,0.0
2023-11-16,34.0,61,0.0
2023-11-17,33.7,60,0.0
2023-11-18,33.7,62,0.0
2023-11-19,32.3,63,0.0
2023-11-20,34.2,61,0.0
2023-11-21,34.2,59,0.0
2023-11-22,33.6,50,0.0
2023-11-23,33.2,54,0.0
2023-11-24,34.4,60,0.0
2023-11-25,33.5,67,0.0
2023-11-26,31.1,78,2.4
2023-11-27,30.3,77,0.9
2023-11-28,30.0,73,0.0
2023-11-29,28.8,72,0.0
2023-11-30,29.7,79,0.0
2023-12-01,29.6,80,0.3
2023-12-02,31.6,77,0.0
2023-12-03,33.3,68,0.0
2023-12-04,33.2,70,0.3
2023-12-05,32.8,65,0.0
2023-12-06,31.5,66,0.0
2023-12-07,31.3,67,0.0
2023-12-08,31.8,66,0.0
2023-12-09,32.3,63,0.0
2023-12-10,32.8,62,0.0
2023-12-11,32.2,58,0.0
2023-12-12,31.2,58,0.0
2023-12-13,30.9,62,0.0
2023-12-14,32.5,59,0.0
2023-12-15,31.9,53,0.0
2023-12-16,31.7,56,0.0
2023-12-17,32.1,56,0.0
2023-12-18,32.9,51,0.0
2023-12-19,32.6,52,0.0
2023-12-20,32.6,48,0.0
2023-12-21,33.0,53,0.0
2023-12-22,31.5,63,0.0
2023-12-23,33.1,61,0.0
2023-12-24,32.8,55,0.0
2023-12-25,32.8,54,0.0
2023-12-26,33.1,55,0.0
2023-12-27,33.8,55,0.0
2023-12-28,32.3,61,0.0
2023-12-29,33.1,64,0.0
2023-12-30,32.0,69,0.0
2023-12-31,31.9,64,0.0
2024-01-01,31.6,66,0.0
2024-01-02,31.0,67,0.0
2024-01-03,30.1,65,0.0
2024-01-04,28.9,75,0.0
2024-01-05,29.8,73,0.0
2024-01-06,31.8,61,0.0
2024-01-07,31.7,64,0.0
2024-01-08,32.8,57,0.0
2024-01-09,30.7,70,0.7
2024-01-10,30.5,71,0.7
2024-01-11,32.8,66,0.8
2024-01-12,34.2,61,0.0
2024-01-13,32.9,62,0.0
2024-01-14,32.7,50,0.0
2024-01-15,30.0,42,0.0
2024-01-16,28.4,57,0.0
2024-01-17,27.5,65,0.0
2024-01-18,27.9,66,0.0
2024-01-19,27.7,70,0.0
2024-01-20,28.4,65,0.0
2024-01-21,30.2,52,0.0
2024-01-22,29.8,53,0.0
2024-01-23,29.7,39,0.0
2024-01-24,30.5,39,0.0
2024-01-25,31.1,43,0.0
2024-01-26,32.0,48,0.0
2024-01-27,32.7,47,0.0
2024-01-28,32.7,47,0.0
2024-01-29,32.0,43,0.0
2024-01-30,31.4,49,0.0
2024-01-31,29.5,64,0.0
2024-02-01,28.2,70,0.0
2024-02-02,30.1,68,0.0
2024-02-03,34.2,49,0.0
2024-02-04,33.5,55,0.0
2024-02-05,32.2,54,0.0
2024-02-06,32.0,57,0.0
2024-02-07,32.4,58,0.0
2024-02-08,32.2,53,0.0
2024-02-09,31.0,52,0.0
2024-02-10,30.9,41,0.0
2024-02-11,31.0,45,0.0
2024-02-12,31.5,53,0.0
2024-02-13,31.8,42,0.0
2024-02-14,33.0,39,0.0
2024-02-15,32.7,44,0.0
2024-02-16,34.5,56,0.0
2024-02-17,33.5,58,0.0
2024-02-18,34.8,55,0.0
2024-02-19,32.3,50,0.0
2024-02-20,31.5,62,0.0
2024-02-21,28.8,76,0.1
2024-02-22,28.6,78,0.2
2024-02-23,30.1,63,0.0
2024-02-24,31.8,35,0.0
2024-02-25,34.3,29,0.0
2024-02-26,34.8,47,0.0
2024-02-27,34.0,51,0.0
2024-02-28,35.2,41,0.0
2024-02-29,34.4,53,0.0
2024-03-01,33.8,60,0.0
2024-03-02,30.1,77,0.0
2024-03-03,28.0,73,0.2
2024-03-04,28.4,62,0.0
2024-03-05,30.5,46,0.0
2024-03-06,31.0,35,0.0
2024-03-07,32.7,39,0.0
2024-03-08,35.0,30,0.0
2024-03-09,35.0,31,0.0
2024-03-10,32.8,36,0.0
2024-03-11,34.5,47,0.0
2024-03-12,34.8,45,0.0
2024-03-13,31.5,64,0.0
2024-03-14,31.0,71,0.0
2024-03-15,30.0,74,0.0
2024-03-16,30.4,75,0.0
2024-03-17,31.6,75,0.0
2024-03-18,31.5,79,0.0
2024-03-19,33.0,68,0.0
2024-03-20,38.0,31,0.0
2024-03-21,37.8,27,0.0
2024-03-22,33.8,68,0.0
2024-03-23,33.2,68,0.0
2024-03-24,31.8,75,0.0
2024-03-25,32.5,73,0.0
2024-03-26,34.2,71,0.0
2024-03-27,33.1,79,0.0
2024-03-28,33.0,78,0.0
2024-03-29,34.7,69,0.0
2024-03-30,34.2,66,0.0
2024-03-31,34.0,55,0.0
2024-04-01,33.8,68,0.0
2024-04-02,33.2,72,0.0
2024-04-03,33.4,70,0.0
2024-04-04,32.9,71,0.0
2024-04-05,35.4,62,0.0
2024-04-06,36.8,44,0.0
2024-04-07,36.5,47,0.0
2024-04-08,33.3,67,0.0
2024-04-09,34.2,74,0.0
2024-04-10,33.3,77,0.0
2024-04-11,33.5,73,0.0
2024-04-12,33.8,67,0.0
2024-04-13,31.5,73,0.0
2024-04-14,32.6,79,0.0
2024-04-15,36.3,65,0.0
2024-04-16,41.3,47,0.0
2024-04-17,33.8,66,0.0
2024-04-18,34.3,73,0.0
2024-04-19,35.7,64,0.0
2024-04-20,35.7,59,0.0
2024-04-21,34.0,61,0.0
2024-04-22,34.2,66,0.0
2024-04-23,34.3,68,0.0
2024-04-24,33.8,72,0.0
2024-04-25,34.3,68,0.0
2024-04-26,35.2,65,0.0
2024-04-27,36.1,60,0.0
2024-04-28,39.3,47,0.0
2024-04-29,38.2,44,0.0
2024-04-30,37.6,53,0.0
2024-05-01,34.5,64,0.0
2024-05-02,33.4,69,0.0
2024-05-03,33.2,77,0.0
2024-05-04,33.2,80,0.0
2024-05-05,34.7,74,0.0
2024-05-06,33.2,78,0.0
2024-05-07,33.3,77,0.0
2024-05-08,33.0,74,0.0
2024-05-09,32.8,77,0.0
2024-05-10,33.2,76,0.0
2024-05-11,33.5,78,0.0
2024-05-12,33.8,75,0.0
2024-05-13,34.8,73,1.8
2024-05-14,37.5,64,0.0
2024-05-15,36.0,69,0.0
2024-05-16,38.9,66,0.1
2024-05-17,36.2,67,0.0
2024-05-18,34.7,79,0.0
2024-05-19,34.1,77,5.6
2024-05-20,35.1,74,0.0
2024-05-21,35.3,75,0.1
2024-05-22,34.5,77,0.3
2024-05-23,34.2,78,0.0
2024-05-24,34.7,76,0.2
2024-05-25,33.7,73,0.7
2024-05-26,33.4,69,0.5
2024-05-27,33.5,72,0.5
2024-05-28,33.7,70,0.6
2024-05-29,34.0,64,0.4
2024-05-30,34.5,65,0.2
2024-05-31,34.3,79,0.6
2024-06-01,34.0,74,0.8
2024-06-02,34.5,69,0.3
2024-06-03,34.2,70,0.7
2024-06-04,33.5,77,4.8
2024-06-05,33.8,78,6.7
2024-06-06,34.1,78,1.2
2024-06-07,33.5,74,1.1
2024-06-08,34.3,74,6.3
2024-06-09,31.6,81,23.0
2024-06-10,29.8,87,33.2
2024-06-11,30.2,87,10.8
2024-06-12,30.0,86,14.3
2024-06-13,30.0,86,13.6
2024-06-14,29.2,86,8.6
2024-06-15,29.8,83,2.2
2024-06-16,31.0,81,1.4
2024-06-17,31.5,83,7.4
2024-06-18,29.8,87,30.3
2024-06-19,29.2,85,23.3
2024-06-20,28.5,88,48.6
2024-06-21,31.1,86,22.9
2024-06-22,30.2,85,5.3
2024-06-23,29.8,86,4.2
2024-06-24,29.6,86,11.3
2024-06-25,30.6,85,6.8
2024-06-26,30.5,87,23.0
2024-06-27,28.8,90,98.7
2024-06-28,28.2,89,45.3
2024-06-29,30.0,87,21.3
2024-06-30,29.4,87,21.3
2024-07-01,30.6,82,16.3
2024-07-02,30.4,82,8.1
2024-07-03,30.0,84,8.9
2024-07-04,29.0,85,8.7
2024-07-05,29.1,87,12.2
2024-07-06,29.5,85,17.6
2024-07-07,29.2,88,11.8
2024-07-08,28.5,89,20.7
2024-07-09,27.0,92,80.2
2024-07-10,28.8,88,36.0
2024-07-11,28.8,90,39.1
2024-07-12,26.9,92,83.3
2024-07-13,26.5,92,76.7
2024-07-14,26.5,93,50.5
2024-07-15,28.0,89,10.2
2024-07-16,29.0,90,17.6
2024-07-17,27.6,90,45.3
2024-07-18,28.1,91,57.6
2024-07-19,27.3,91,48.3
2024-07-20,27.7,90,87.0
2024-07-21,27.1,90,48.9
2024-07-22,26.9,90,54.7
2024-07-23,26.5,90,42.1
2024-07-24,27.0,90,54.4
2024-07-25,27.4,89,74.2
2024-07-26,28.5,87,22.9
2024-07-27,28.8,83,8.2
2024-07-28,29.2,87,19.0
2024-07-29,27.7,89,34.2
2024-07-30,28.1,89,17.4
2024-07-31,28.6,88,22.1
2024-08-01,29.4,86,15.8
2024-08-02,28.3,86,28.2
2024-08-03,27.5,87,24.5
2024-08-04,27.0,88,39.4
2024-08-05,28.9,84,5.8
2024-08-06,28.6,84,5.2
2024-08-07,28.8,85,5.6
2024-08-08,28.6,83,4.2
2024-08-09,27.8,88,15.5
2024-08-10,28.1,85,4.7
2024-08-11,29.2,82,2.4
2024-08-12,28.9,84,2.9
2024-08-13,28.8,85,3.6
2024-08-14,29.1,85,1.9
2024-08-15,29.4,84,1.2
2024-08-16,29.5,84,0.9
2024-08-17,29.6,85,0.5
2024-08-18,29.9,86,2.9
2024-08-19,29.0,89,16.7
2024-08-20,28.6,91,28.8
2024-08-21,30.3,87,0.2
2024-08-22,30.0,86,4.7
2024-08-23,28.5,90,16.0
2024-08-24,26.5,92,61.7
2024-08-25,27.6,88,28.0
2024-08-26,27.0,87,22.6
2024-08-27,27.5,87,17.9
2024-08-28,28.9,85,14.4
2024-08-29,29.0,84,5.1
2024-08-30,29.0,85,6.5
2024-08-31,28.9,85,2.1
2024-09-01,27.8,85,2.3
2024-09-02,27.2,90,29.6
2024-09-03,27.2,89,13.0
2024-09-04,28.3,88,17.1
2024-09-05,28.2,88,27.9
2024-09-06,28.4,86,14.7
2024-09-07,28.3,87,10.0
2024-09-08,28.7,86,4.2
2024-09-09,28.8,85,2.0
2024-09-10,28.5,86,3.9
2024-09-11,28.1,86,4.6
2024-09-12,28.4,86,8.2
2024-09-13,28.6,83,4.5
2024-09-14,27.9,87,9.1
2024-09-15,27.4,87,3.9
2024-09-16,28.7,87,2.4
2024-09-17,28.9,84,0.2
2024-09-18,29.2,83,0.8
2024-09-19,29.5,81,1.0
2024-09-20,28.4,87,5.2
2024-09-21,29.7,83,1.9
2024-09-22,29.6,83,2.2
2024-09-23,28.9,87,5.7
2024-09-24,29.0,91,23.1
2024-09-25,28.0,92,36.4
2024-09-26,26.5,94,48.0
2024-09-27,26.8,90,61.7
2024-09-28,28.0,86,5.8
2024-09-29,28.6,88,4.6
2024-09-30,29.7,88,1.6
2024-10-01,31.5,89,0.6
2024-10-02,30.7,91,1.3
2024-10-03,30.0,87,1.4
2024-10-04,29.5,86,1.4
2024-10-05,29.5,86,1.1
2024-10-06,31.2,86,21.4
2024-10-07,31.6,84,0.6
2024-10-08,32.2,85,0.0
2024-10-09,29.1,88,6.4
2024-10-10,29.6,86,6.4
2024-10-11,31.5,83,22.0
2024-10-12,31.4,86,0.7
2024-10-13,30.6,86,2.0
2024-10-14,31.5,87,5.2
2024-10-15,29.6,87,0.0
2024-10-16,30.7,88,8.6
2024-10-17,29.0,91,2.9
2024-10-18,31.9,85,12.4
2024-10-19,30.0,88,7.9
2024-10-20,29.8,87,6.8
2024-10-21,30.4,85,13.3
2024-10-22,30.3,87,7.3
2024-10-23,31.4,85,0.0
2024-10-24,32.5,75,0.0
2024-10-25,31.1,74,0.0
2024-10-26,32.5,68,0.0
2024-10-27,31.6,78,0.0
2024-10-28,31.8,83,0.0
2024-10-29,31.2,87,0.0
2024-10-30,32.7,83,0.0
2024-10-31,32.4,75,0.0
2024-11-01,31.2,82,0.3
2024-11-02,33.0,76,0.0
2024-11-03,34.2,65,0.0
2024-11-04,34.0,60,0.0
2024-11-05,34.3,60,0.0
2024-11-06,33.7,61,0.0
2024-11-07,33.5,57,0.0
2024-11-08,33.8,58,0.0
2024-11-09,34.1,58,0.0
2024-11-10,33.7,56,0.0
2024-11-11,33.3,47,0.0
2024-11-12,33.5,53,0.0
2024-11-13,34.8,49,0.0
2024-11-14,35.4,46,0.0
2024-11-15,33.9,58,0.3
2024-11-16,34.3,65,0.0
2024-11-17,35.8,58,0.0
2024-11-18,34.8,52,0.0
2024-11-19,33.8,45,0.0
2024-11-20,33.0,47,0.0
2024-11-21,33.0,49,0.0
2024-11-22,32.7,54,0.0
2024-11-23,32.0,56,0.0
2024-11-24,33.0,56,0.0
2024-11-25,32.8,54,0.0
2024-11-26,32.3,45,0.0
2024-11-27,32.6,42,0.0
2024-11-28,32.1,35,0.0
2024-11-29,31.4,42,0.0
2024-11-30,31.4,43,0.0
2024-12-01,32.5,52,0.0
2024-12-02,33.8,57,0.0
2024-12-03,33.5,59,0.2
2024-12-04,34.2,66,0.2
2024-12-05,34.2,69,0.0
2024-12-06,32.7,65,0.0
2024-12-07,32.8,51,0.0
2024-12-08,31.1,44,0.0
2024-12-09,30.9,36,0.0
2024-12-10,31.4,48,0.0
2024-12-11,33.5,57,0.0
2024-12-12,31.1,60,0.0
2024-12-13,32.2,51,0.0
2024-12-14,32.8,43,0.0
2024-12-15,33.2,44,0.0
2024-12-16,32.3,44,0.0
2024-12-17,30.8,49,0.0
2024-12-18,32.2,56,0.0
2024-12-19,29.6,69,0.0
2024-12-20,28.1,72,0.0
2024-12-21,27.9,75,0.0
2024-12-22,27.8,77,0.0
2024-12-23,27.3,71,0.0
2024-12-24,28.5,60,0.0
2024-12-25,28.7,61,0.0
2024-12-26,29.5,68,0.0
2024-12-27,28.2,70,0.0
2024-12-28,29.9,68,0.3
2024-12-29,30.4,69,0.0
2024-12-30,32.5,63,0.0
2024-12-31,33.2,59,0.0
2025-01-01,32.4,61,0.0
2025-01-02,32.8,58,0.0
2025-01-03,33.3,52,0.0
2025-01-04,32.9,48,0.0
2025-01-05,29.2,62,0.0
2025-01-06,29.9,59,0.0
2025-01-07,31.4,53,0.0
2025-01-08,30.6,54,0.0
2025-01-09,32.0,46,0.0
2025-01-10,31.3,51,0.0
2025-01-11,28.5,63,0.0
2025-01-12,30.0,60,0.0
2025-01-13,32.7,55,0.0
2025-01-14,32.9,57,0.0
2025-01-15,30.1,67,0.0
2025-01-16,29.7,66,0.0
2025-01-17,33.3,60,0.0
2025-01-18,34.0,46,0.0
2025-01-19,33.2,46,0.0
2025-01-20,33.2,46,0.0
2025-01-21,31.4,51,0.0
2025-01-22,31.4,53,0.0
2025-01-23,30.5,50,0.0
2025-01-24,31.7,49,0.0
2025-01-25,33.2,57,0.0
2025-01-26,33.5,59,0.0
2025-01-27,32.5,56,0.0
2025-01-28,30.5,57,0.0
2025-01-29,30.8,58,0.0
2025-01-30,31.4,52,0.0
2025-01-31,29.5,59,0.0
2025-02-01,29.1,58,0.0
2025-02-02,30.9,45,0.0
2025-02-03,28.9,52,0.0
2025-02-04,29.7,53,0.0
2025-02-05,31.5,38,0.0
2025-02-06,31.8,43,0.0
2025-02-07,34.3,53,0.0
2025-02-08,33.2,55,0.0
2025-02-09,33.0,48,0.0
2025-02-10,33.5,46,0.0
2025-02-11,32.3,47,0.0
2025-02-12,33.2,49,0.0
2025-02-13,34.8,40,0.0
2025-02-14,34.7,35,0.0
2025-02-15,35.2,31,0.0
2025-02-16,35.1,35,0.0
2025-02-17,34.2,44,0.0
2025-02-18,34.8,39,0.0
2025-02-19,33.4,38,0.0
2025-02-20,34.7,39,0.0
2025-02-21,36.7,31,0.0
2025-02-22,34.9,34,0.0
2025-02-23,35.7,34,0.0
2025-02-24,36.8,33,0.0
2025-02-25,37.5,34,0.0
2025-02-26,37.2,46,0.0
2025-02-27,35.8,44,0.0
2025-02-28,33.4,51,0.0
2025-03-01,33.7,42,0.0
2025-03-02,36.2,36,0.0
2025-03-03,36.2,39,0.0
2025-03-04,35.8,39,0.0
2025-03-05,36.8,31,0.0
2025-03-06,35.0,25,0.0
2025-03-07,36.9,25,0.0
2025-03-08,36.0,35,0.0
2025-03-09,35.6,48,0.0
2025-03-10,39.0,35,0.0
2025-03-11,37.4,44,0.0
2025-03-12,37.0,50,0.0
2025-03-13,34.2,62,0.0
2025-03-14,34.7,57,0.0
2025-03-15,35.5,54,0.0
2025-03-16,33.2,53,0.0
2025-03-17,33.5,58,0.0
2025-03-18,33.2,65,0.0
2025-03-19,32.3,64,0.0
2025-03-20,35.1,45,0.0
2025-03-21,32.4,58,0.0
2025-03-22,32.7,65,0.0
2025-03-23,33.8,68,0.0
2025-03-24,32.9,75,0.0
2025-03-25,33.2,67,0.0
2025-03-26,31.5,73,0.0
2025-03-27,30.8,76,0.0
2025-03-28,32.5,61,0.0
2025-03-29,36.2,31,0.0
2025-03-30,37.7,39,0.0
2025-03-31,37.0,44,0.0
2025-04-01,38.8,44,0.0
2025-04-02,37.4,41,0.0
2025-04-03,32.5,73,0.6
2025-04-04,33.2,76,1.0
2025-04-05,35.4,63,0.0
2025-04-06,35.7,59,0.0
2025-04-07,36.4,57,0.0
2025-04-08,36.5,49,0.0
2025-04-09,34.6,58,0.0
2025-04-10,33.2,74,0.0
2025-04-11,33.0,73,0.0
2025-04-12,32.2,75,0.1
2025-04-13,32.7,75,0.0
2025-04-14,36.4,62,0.0
2025-04-15,35.1,62,0.0
2025-04-16,33.0,74,0.0
2025-04-17,32.4,78,0.0
2025-04-18,32.3,76,0.0
2025-04-19,32.7,75,0.0
2025-04-20,33.0,72,0.0
2025-04-21,32.7,74,0.0
2025-04-22,34.3,70,0.0
2025-04-23,34.8,72,0.0
2025-04-24,33.3,74,0.0
2025-04-25,33.7,71,0.0
2025-04-26,33.2,71,0.0
2025-04-27,33.3,74,0.0
2025-04-28,32.8,75,0.0
2025-04-29,32.8,76,0.0
2025-04-30,33.0,75,0.0
2025-05-01,33.3,75,0.0
2025-05-02,34.5,68,0.0
2025-05-03,33.2,68,0.0
2025-05-04,32.9,68,0.0
2025-05-05,33.5,70,0.0
2025-05-06,32.8,73,6.3
2025-05-07,32.3,73,3.0
2025-05-08,29.4,81,9.3
2025-05-09,28.5,82,2.0
2025-05-10,30.9,81,0.5
2025-05-11,32.5,76,0.4
2025-05-12,33.6,70,1.6
2025-05-13,33.8,70,1.7
2025-05-14,33.2,72,0.6
2025-05-15,33.2,70,1.8
2025-05-16,33.8,65,1.0
2025-05-17,32.5,66,0.9
2025-05-18,34.4,61,0.0
2025-05-19,32.3,69,0.2
2025-05-20,34.3,75,8.7
2025-05-21,31.5,83,1.1
2025-05-22,31.8,82,21.2
2025-05-23,32.5,86,2.2
2025-05-24,32.1,84,8.9
2025-05-25,28.5,91,27.3
2025-05-26,27.8,93,54.0
2025-05-27,29.8,89,9.1
2025-05-28,27.8,90,11.5
2025-05-29,31.4,86,5.6
2025-05-30,31.5,78,1.8
2025-05-31,31.0,80,3.5
2025-06-01,29.2,85,11.1
2025-06-02,30.6,83,8.8
2025-06-03,30.1,84,12.8
2025-06-04,29.2,85,4.5
2025-06-05,30.2,83,1.6
2025-06-06,30.2,83,4.7
2025-06-07,29.6,86,8.1
2025-06-08,30.2,82,4.4
2025-06-09,30.8,77,2.0
2025-06-10,30.5,80,0.8
2025-06-11,31.8,77,0.8
2025-06-12,31.5,78,2.8
2025-06-13,30.5,86,29.6
2025-06-14,30.5,90,58.0
2025-06-15,29.6,93,55.5
2025-06-16,27.1,92,100.9
2025-06-17,29.5,85,17.5
2025-06-18,28.4,89,86.1
2025-06-19,28.4,91,65.8
2025-06-20,29.5,84,11.3
2025-06-21,30.0,85,10.0
2025-06-22,29.1,84,15.8
2025-06-23,28.3,87,51.2
2025-06-24,29.1,87,26.7
2025-06-25,30.0,82,10.0
2025-06-26,28.6,89,25.0
2025-06-27,28.8,83,13.9
2025-06-28,29.4,81,21.5
